category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.def,managed,baseline,,32,35937,0.022542,12.89614,13887.11,,,,mizuho/Wisteria/F1.F90.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.def,managed,baseline,,32,274625,0.068125,69.22324,111081.5,,,,mizuho/Wisteria/F1.F90.std.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.def,managed,baseline,,64,4913,0.008576,1.674923,1736.636,,,,mizuho/Wisteria/F1.F90.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.def,managed,baseline,,64,35937,0.017871,12.47878,13887.39,,,,mizuho/Wisteria/F1.F90.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.def,managed,baseline,,64,274625,0.058872,59.38911,111087.8,,,,mizuho/Wisteria/F1.F90.std.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,manu.def,separate,baseline,,32,4913,0.012736,1.381995,1736.626,,,,mizuho/Wisteria/A3.C++.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,manu.def,separate,baseline,,32,35937,0.028937,8.408459,13887.06,,,,mizuho/Wisteria/A3.C++.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,manu.def,separate,baseline,,32,274625,0.235825,20.07211,111080.7,,,,mizuho/Wisteria/A3.C++.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,manu.def,separate,baseline,,64,4913,0.009789,1.467404,1736.636,,,,mizuho/Wisteria/A3.C++.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,manu.def,separate,baseline,,64,35937,0.02667,8.361728,13887.39,,,,mizuho/Wisteria/A3.C++.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,manu.def,separate,baseline,,64,274625,0.202842,17.23684,111087.8,,,,mizuho/Wisteria/A3.C++.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,cpu,f90,openmp-cpu,,cpu-only,baseline,,64,4913,0.699797,0.02052652,1736.636,,,,mizuho/Wisteria/F/log/bench.cpu.64_run.csv
non-Kokkos,wisteria,cpu,f90,openmp-cpu,,cpu-only,baseline,,64,35937,0.449546,0.4960719,13887.39,,,,mizuho/Wisteria/F/log/bench.cpu.64_run.csv
non-Kokkos,wisteria,cpu,f90,openmp-cpu,,cpu-only,baseline,,64,274625,0.306174,11.41949,111087.8,,,,mizuho/Wisteria/F/log/bench.cpu.64_run.csv
non-Kokkos,wisteria,cpu,f90,openmp-cpu,,cpu-only,baseline,,32,4913,0.342622,0.05480742,1736.631,,,,mizuho/Wisteria/F/log/bench.cpu.32_run.csv
non-Kokkos,wisteria,cpu,f90,openmp-cpu,,cpu-only,baseline,,32,35937,0.403977,0.7419508,13887.1,,,,mizuho/Wisteria/F/log/bench.cpu.32_run.csv
non-Kokkos,wisteria,cpu,f90,openmp-cpu,,cpu-only,baseline,,32,274625,2.128305,2.614366,111081.1,,,,mizuho/Wisteria/F/log/bench.cpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,4913,0.009929,1.89126,1736.632,,,,mizuho/Wisteria/B2.C++.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,35937,0.02144,14.08523,13887.1,,,,mizuho/Wisteria/B2.C++.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,274625,0.068704,71.72691,111081.5,,,,mizuho/Wisteria/B2.C++.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,4913,0.007447,1.928883,1736.636,,,,mizuho/Wisteria/B2.C++.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,35937,0.016398,13.59969,13887.39,,,,mizuho/Wisteria/B2.C++.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,274625,0.053565,65.27309,111087.8,,,,mizuho/Wisteria/B2.C++.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,4913,0.010674,1.759248,1736.632,,,,mizuho/Wisteria/B4.C++.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,35937,0.023151,13.04431,13887.11,,,,mizuho/Wisteria/B4.C++.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,274625,0.093536,52.68464,111081.4,,,,mizuho/Wisteria/B4.C++.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,4913,0.008318,1.726917,1736.636,,,,mizuho/Wisteria/B4.C++.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,35937,0.017907,12.45353,13887.39,,,,mizuho/Wisteria/B4.C++.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,274625,0.059504,58.75828,111087.8,,,,mizuho/Wisteria/B4.C++.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.def,separate,baseline,,32,4913,0.010836,1.732927,1736.631,,,,mizuho/Wisteria/E3.F90.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.def,separate,baseline,,32,35937,0.023418,12.89557,13887.1,,,,mizuho/Wisteria/E3.F90.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.def,separate,baseline,,32,274625,0.084727,58.16227,111081.4,,,,mizuho/Wisteria/E3.F90.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.def,separate,baseline,,64,4913,0.008481,1.693711,1736.636,,,,mizuho/Wisteria/E3.F90.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.def,separate,baseline,,64,35937,0.018006,12.38526,13887.39,,,,mizuho/Wisteria/E3.F90.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.def,separate,baseline,,64,274625,0.088747,39.39687,111087.8,,,,mizuho/Wisteria/E3.F90.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,4913,0.011408,1.646043,1736.631,,,,mizuho/Wisteria/E4.F90.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,35937,0.024007,12.57924,13887.1,,,,mizuho/Wisteria/E4.F90.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,32,274625,0.085017,57.96393,111081.5,,,,mizuho/Wisteria/E4.F90.omp.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,4913,0.008761,1.639554,1736.636,,,,mizuho/Wisteria/E4.F90.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,35937,0.018239,12.22692,13887.39,,,,mizuho/Wisteria/E4.F90.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,manu.opt,separate,nthreads,NTHREADS=128,64,274625,0.09399,37.19919,111087.8,,,,mizuho/Wisteria/E4.F90.omp.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,4913,0.479058,0.02998471,1736.636,,,,mizuho/Wisteria/C/log/bench.cpu.64_run.csv
non-Kokkos,wisteria,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,35937,0.205033,1.087666,13887.39,,,,mizuho/Wisteria/C/log/bench.cpu.64_run.csv
non-Kokkos,wisteria,cpu,cpp,openmp-cpu,,cpu-only,baseline,,64,274625,0.247814,14.10876,111087.8,,,,mizuho/Wisteria/C/log/bench.cpu.64_run.csv
non-Kokkos,wisteria,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,4913,0.608257,0.03087215,1736.631,,,,mizuho/Wisteria/C/log/bench.cpu.32_run.csv
non-Kokkos,wisteria,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,35937,0.906118,0.3307861,13887.1,,,,mizuho/Wisteria/C/log/bench.cpu.32_run.csv
non-Kokkos,wisteria,cpu,cpp,openmp-cpu,,cpu-only,baseline,,32,274625,1.713075,3.248059,111081.2,,,,mizuho/Wisteria/C/log/bench.cpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,4913,0.009903,1.896178,1736.632,,,,mizuho/Wisteria/B1.C++.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,35937,0.021457,14.07396,13887.12,,,,mizuho/Wisteria/B1.C++.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,32,274625,0.069111,71.30452,111081.5,,,,mizuho/Wisteria/B1.C++.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,64,4913,0.00763,1.882595,1736.636,,,,mizuho/Wisteria/B1.C++.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,64,35937,0.016146,13.81196,13887.39,,,,mizuho/Wisteria/B1.C++.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,auto.def,managed,baseline,,64,274625,0.053995,64.75343,111087.8,,,,mizuho/Wisteria/B1.C++.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.def,managed,baseline,,32,4913,0.010876,1.726583,1736.631,,,,mizuho/Wisteria/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.def,managed,baseline,,32,35937,0.023244,12.99213,13887.1,,,,mizuho/Wisteria/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.def,managed,baseline,,32,274625,0.078396,60.15395,111081.4,,,,mizuho/Wisteria/E1.F90.omp.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.def,managed,baseline,,64,4913,0.008683,1.65432,1736.636,,,,mizuho/Wisteria/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.def,managed,baseline,,64,35937,0.017828,12.50882,13887.39,,,,mizuho/Wisteria/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.def,managed,baseline,,64,274625,0.086279,40.52386,111087.8,,,,mizuho/Wisteria/E1.F90.omp.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.opt,managed,baseline,,32,4913,0.010748,1.747111,1736.632,,,,mizuho/Wisteria/F2.F90.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.opt,managed,baseline,,32,35937,0.022629,12.84655,13887.11,,,,mizuho/Wisteria/F2.F90.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.opt,managed,baseline,,32,274625,0.068016,69.33413,111081.5,,,,mizuho/Wisteria/F2.F90.std.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.opt,managed,baseline,,64,4913,0.008488,1.692331,1736.636,,,,mizuho/Wisteria/F2.F90.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.opt,managed,baseline,,64,35937,0.017773,12.54758,13887.39,,,,mizuho/Wisteria/F2.F90.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,do-concurrent,auto.opt,managed,baseline,,64,274625,0.05893,59.33072,111087.8,,,,mizuho/Wisteria/F2.F90.std.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,auto.def,managed,baseline,,32,4913,0.011506,1.529762,1736.626,,,,mizuho/Wisteria/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,auto.def,managed,baseline,,32,35937,0.026466,9.193501,13887.06,,,,mizuho/Wisteria/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,auto.def,managed,baseline,,32,274625,0.201327,23.51156,111080.7,,,,mizuho/Wisteria/D1.F90.acc.auto.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,auto.def,managed,baseline,,64,4913,0.009761,1.471597,1736.636,,,,mizuho/Wisteria/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,auto.def,managed,baseline,,64,35937,0.025415,8.774645,13887.39,,,,mizuho/Wisteria/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,auto.def,managed,baseline,,64,274625,0.166844,20.95581,111087.8,,,,mizuho/Wisteria/D1.F90.acc.auto.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,4913,0.010509,1.786908,1736.631,,,,mizuho/Wisteria/E2.F90.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,35937,0.023416,12.89675,13887.11,,,,mizuho/Wisteria/E2.F90.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,32,274625,0.075066,63.05807,111081.4,,,,mizuho/Wisteria/E2.F90.omp.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,4913,0.008444,1.701123,1736.636,,,,mizuho/Wisteria/E2.F90.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,35937,0.018594,11.99348,13887.39,,,,mizuho/Wisteria/E2.F90.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openmp-target,auto.opt,managed,nthreads,NTHREADS=128,64,274625,0.085157,41.05779,111087.8,,,,mizuho/Wisteria/E2.F90.omp.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,4913,0.010732,1.667458,1736.644,,,,mizuho/Wisteria/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,35937,0.027406,10.44267,13887.5,,,,mizuho/Wisteria/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,274625,0.123432,38.20588,111089.4,,,,mizuho/Wisteria/D4.F90.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,4913,0.008669,1.657004,1736.636,,,,mizuho/Wisteria/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,35937,0.022157,10.06488,13887.39,,,,mizuho/Wisteria/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,274625,0.098053,35.65781,111087.8,,,,mizuho/Wisteria/D4.F90.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,4913,0.011241,1.670517,1736.643,,,,mizuho/Wisteria/A2.C++.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,35937,0.027159,10.53764,13887.51,,,,mizuho/Wisteria/A2.C++.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,32,274625,0.107388,41.77446,111089.4,,,,mizuho/Wisteria/A2.C++.acc.auto.opt/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,4913,0.008612,1.667968,1736.636,,,,mizuho/Wisteria/A2.C++.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,35937,0.021339,10.45071,13887.39,,,,mizuho/Wisteria/A2.C++.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openacc,auto.opt,managed,nthreads,NTHREADS=128,64,274625,0.083921,41.66247,111087.8,,,,mizuho/Wisteria/A2.C++.acc.auto.opt/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.def,separate,baseline,,32,4913,0.010543,1.781129,1736.632,,,,mizuho/Wisteria/B3.C++.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.def,separate,baseline,,32,35937,0.023248,12.8928,13887.12,,,,mizuho/Wisteria/B3.C++.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.def,separate,baseline,,32,274625,0.073735,64.91529,111081.4,,,,mizuho/Wisteria/B3.C++.omp.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.def,separate,baseline,,64,4913,0.008192,1.753454,1736.636,,,,mizuho/Wisteria/B3.C++.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.def,separate,baseline,,64,35937,0.017652,12.63368,13887.39,,,,mizuho/Wisteria/B3.C++.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,cpp,openmp-target,manu.def,separate,baseline,,64,274625,0.059837,58.43122,111087.8,,,,mizuho/Wisteria/B3.C++.omp.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.def,separate,baseline,,32,4913,0.010874,1.618645,1736.626,,,,mizuho/Wisteria/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.def,separate,baseline,,32,35937,0.027843,8.738873,13887.06,,,,mizuho/Wisteria/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.def,separate,baseline,,32,274625,0.208449,22.70822,111080.7,,,,mizuho/Wisteria/D3.F90.acc.manu.def/log/bench.gpu.32_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.def,separate,baseline,,64,4913,0.008879,1.617761,1736.636,,,,mizuho/Wisteria/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.def,separate,baseline,,64,35937,0.026834,8.310614,13887.39,,,,mizuho/Wisteria/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,wisteria,gpu,f90,openacc,manu.def,separate,baseline,,64,274625,0.177946,19.64839,111087.8,,,,mizuho/Wisteria/D3.F90.acc.manu.def/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,4913,0.007897,2.377922,1736.643,,,,mizuho/Miyabi/A4.C++.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,35937,0.018562,15.41808,13887.51,,,,mizuho/Miyabi/A4.C++.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.opt,separate,nthreads,NTHREADS=128,32,274625,0.075227,59.63385,111089.4,,,,mizuho/Miyabi/A4.C++.acc.manu.opt/log/bench.gpu.32_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,4913,0.006019,2.386559,1736.636,,,,mizuho/Miyabi/A4.C++.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,35937,0.014559,15.31744,13887.39,,,,mizuho/Miyabi/A4.C++.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,gpu,cpp,openacc,manu.opt,separate,nthreads,NTHREADS=128,64,274625,0.062387,56.04301,111087.8,,,,mizuho/Miyabi/A4.C++.acc.manu.opt/log/bench.gpu.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,4913,0.005155,2.786452,1736.636,,,,mizuho/Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,35937,0.010723,20.79686,13887.39,,,,mizuho/Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,64,274625,0.030564,114.3943,111087.8,,,,mizuho/Miyabi/C2.C++.std.auto.opt/log/bench.uni.64_run.csv
non-Kokkos,miyabi,uni,cpp,stdpar,auto.opt,unified,baseline,,32,4913,0.006649,2.824209,1736.638,,,,mizuho/Miyabi/C2.C++.std.auto.opt/log/bench.uni.32_run.csv
